jmp 196
reg5_to_reg1 169
jz 193
reg4_to_reg2 162
reg0_to_reg1 129
in_to_reg1 177
reg0_to_out 134
in_to_reg2 178
and 67
reg0_to_reg3 131
add 68
reg1_to_reg3 139
reg0_to_reg2 130
in_to_reg3 179
in_to_reg4 180
reg3_to_out 158
reg4_to_reg1 161
sub 69
jle 195
reg0_to_reg5 133
reg3_to_reg1 153
jnz 197
or 64
nand 65
nor 66
reg3_to_reg4 156
reg3_to_reg2 154
